group,polarity,origin_folder,origin_label,title,title_file,entry_id,entry_index,date,year,sent_ensemble_score,sent_savasy_score,sent_akoksal_score,sent_bomayesa_score,clean_text
Syrian,positive,suriye_titles_data,Syrian,suriyeliler_yerine_ruslar_göçseydi_yaşanacaklar.json,suriyeliler_yerine_ruslar_göçseydi_yaşanacaklar.json,93240769,47,2019-07-29 21:38:00,2019,0.9998891353607178,0.9998891353607178,,,avukatlar boşanma davalarında damping uygulardı:)
Syrian,positive,suriye_titles_data,Syrian,gebze_de_suriyelilere_saldıran_atatürkçü_yobaz.json,gebze_de_suriyelilere_saldıran_atatürkçü_yobaz.json,170883195,143,2024-12-09 19:48:00,2024,0.9998875856399536,0.9998875856399536,,,gebzede atatürkçü ne arar la:)
Syrian,positive,suriye_titles_data,Syrian,hatay_da_toki_evlerinin_suriyelilere_verilmesi.json,hatay_da_toki_evlerinin_suriyelilere_verilmesi.json,169597126,37,2024-10-26 14:59:00,2024,0.9998871088027954,0.9998871088027954,,,el iyisi derler genelde böyle şeylere:)
Syrian,positive,suriye_titles_data,Syrian,suriyeli_sevgiliniz_oldu_mu.json,suriyeli_sevgiliniz_oldu_mu.json,179224771,37,2025-10-19 16:22:00,2025,0.9998868703842163,0.9998868703842163,,,"oldu, 35 sene önce, hâlâ da görüşüyoruz soyları hanedana dayanıyor, istanbul'da büyük arazileri var ama devletle mahkemelikler aramızda şarap ve arapla ilgili espriyi yaparız devamlı:))"
Syrian,positive,suriye_titles_data,Syrian,düzce_de_çocuk_öğrenciyi_döven_suriyeliler.json,düzce_de_çocuk_öğrenciyi_döven_suriyeliler.json,164864628,76,2024-05-29 15:50:00,2024,0.9998857975006104,0.9998857975006104,,,malum partilinin cocugu ise uzulmedim:)
Syrian,positive,suriye_titles_data,Syrian,3_milyon_suriyeliden_729_bininin_bulunamaması.json,3_milyon_suriyeliden_729_bininin_bulunamaması.json,167049634,43,2024-08-06 11:50:00,2024,0.9998852014541626,0.9998852014541626,,,hadi bakalim avrupaya falan ciktilarsa gidip yakalayip getirin:)
Syrian,positive,suriye_titles_data,Syrian,suriyeliyi_de_afganı_da_istemiyorum.json,suriyeliyi_de_afganı_da_istemiyorum.json,126174859,136,2021-07-27 04:46:00,2021,0.9998846054077148,0.9998846054077148,,,neyse artik kurtler disinda ugrasacak biseleri oldu:))
Syrian,positive,suriye_titles_data,Syrian,suriyeliler_gittikten_sonra_türkiye_nin_hali.json,suriyeliler_gittikten_sonra_türkiye_nin_hali.json,165931805,236,2024-07-02 18:21:00,2024,0.9998843669891357,0.9998843669891357,,,yine kürtlere sarmaya başlarız:)
Ukrainian,negative,ukrayna_titles_data,Ukrainian,antalya_nın_rus_ve_ukraynalı_işgaline_uğraması.json,antalya_nın_rus_ve_ukraynalı_işgaline_uğraması.json,143940345,428,2022-10-15 16:50:00,2022,-0.9997373223304749,-0.9997373223304749,,,"aynı durum mersin için de geçerli, en lüks mağazalar, restoranlar hep rus vatandaşı dolu:("
Ukrainian,negative,ukrayna_titles_data,Ukrainian,1_şubat_2022_ukrayna_parlamentosu_fotoğrafı.json,1_şubat_2022_ukrayna_parlamentosu_fotoğrafı.json,133172939,95,2022-02-01 23:13:00,2022,-0.9997100234031677,-0.9997100234031677,,,(bkz: kiev karambolü):(
Ukrainian,negative,ukrayna_titles_data,Ukrainian,1_şubat_2022_ukrayna_parlamentosu_fotoğrafı.json,1_şubat_2022_ukrayna_parlamentosu_fotoğrafı.json,133174733,172,2022-02-01 23:47:00,2022,-0.9997004270553589,-0.9997004270553589,,,putin abi yemin ediyorum biz açmadık o bayrağı ya elaleme kanma sen vallaha shop yapmışlar. son doğalgazları yakalım bari:(
Ukrainian,negative,ukrayna_titles_data,Ukrainian,rusya_ukrayna_savaşı.json,rusya_ukrayna_savaşı.json,130766840,321,2021-12-04 19:34:00,2021,-0.9996926784515381,-0.9996926784515381,,,ukranya işgale uğramadan bize roket ve motor teknolojilerini verseydi bari:(
Ukrainian,negative,ukrayna_titles_data,Ukrainian,rus_ve_ukraynalı_kadınların_tr_yi_esir_alması.json,rus_ve_ukraynalı_kadınların_tr_yi_esir_alması.json,153711646,235,2023-06-20 06:57:00,2023,-0.9996898174285889,-0.9996898174285889,,,"hayattaki şansımız türk kadını olarak yüzümüze gülmedi ya… bizim heriflere düşen; rus-ukraynalı kadınlar bize düşen; afgan, suriyeli ve pakistanlı andavallar:("
Ukrainian,negative,ukrayna_titles_data,Ukrainian,ukraynalı_kadınların_türkleri_keklik_gibi_avlaması.json,ukraynalı_kadınların_türkleri_keklik_gibi_avlaması.json,153711646,235,2023-06-20 06:57:00,2023,-0.9996898174285889,-0.9996898174285889,,,"hayattaki şansımız türk kadını olarak yüzümüze gülmedi ya… bizim heriflere düşen; rus-ukraynalı kadınlar bize düşen; afgan, suriyeli ve pakistanlı andavallar:("
Ukrainian,negative,ukrayna_titles_data,Ukrainian,24_şubat_2014_rusya_nın_ukrayna_ya_müdahalesi.json,24_şubat_2014_rusya_nın_ukrayna_ya_müdahalesi.json,40657593,2,2014-02-24 08:43:00,2014,-0.9996887445449829,-0.9996887445449829,,,bir an heyecanlandim:(
Ukrainian,negative,ukrayna_titles_data,Ukrainian,ailesiyle_vedalaşıp_savaşa_giden_ukraynalı_baba.json,ailesiyle_vedalaşıp_savaşa_giden_ukraynalı_baba.json,134166179,73,2022-02-24 18:38:00,2022,-0.9996834993362427,-0.9996834993362427,,,videoyu açarken 40 50 yaşlarında bir adam zannetmiştim. bu daha çok genç:'(
Ukrainian,negative,ukrayna_titles_data,Ukrainian,ukrayna_veya_rusya_nın_köyünden_kız_bulup_evlenmek.json,ukrayna_veya_rusya_nın_köyünden_kız_bulup_evlenmek.json,70509161,91,2017-08-30 17:35:00,2017,-0.9996806383132935,-0.9996806383132935,,,"tarhana abartılmış dandik bir çorba, yufkanın da hazırı var markette. yeni nesil türk kızının bunları yapabildiğini de sanmıyorum"
Ukrainian,negative,ukrayna_titles_data,Ukrainian,rok_un_ukrayna_da_bira_içerken_ki_görüntüleri.json,rok_un_ukrayna_da_bira_içerken_ki_görüntüleri.json,90234536,28,2019-05-18 19:20:00,2019,-0.9996777772903442,-0.9996777772903442,,,"bana ""visa"" virali gibi gelen görüntü. bunlar her türlü yolunu bulur... ;(("
Ukrainian,positive,ukrayna_titles_data,Ukrainian,rus_ve_ukraynalı_kadınların_tr_yi_esir_alması.json,rus_ve_ukraynalı_kadınların_tr_yi_esir_alması.json,153691746,127,2023-06-19 17:18:00,2023,0.999891996383667,0.999891996383667,,,laraya taşınalım ozaman:)
Ukrainian,positive,ukrayna_titles_data,Ukrainian,ukraynalı_kadınların_türkleri_keklik_gibi_avlaması.json,ukraynalı_kadınların_türkleri_keklik_gibi_avlaması.json,153691746,127,2023-06-19 17:18:00,2023,0.999891996383667,0.999891996383667,,,laraya taşınalım ozaman:)
Ukrainian,positive,ukrayna_titles_data,Ukrainian,ukraynalı_kadının_türkiye_yorumu.json,ukraynalı_kadının_türkiye_yorumu.json,145191244,181,2022-11-16 21:45:00,2022,0.9998912811279297,0.9998912811279297,,,"ukraynada tüik ınız yok, olsaydı almanya bizi değil sizi kıskanırdı:))"
Ukrainian,positive,gocmen_titles_data,MigrantBlock,ukraynalı_mültecinin_bir_günü.json,ukraynalı_mültecinin_bir_günü.json,168275562,6,2024-09-12 09:00:00,2024,0.9998905658721924,0.9998905658721924,,,dünyanın en meşhur feminist örgütü vardı ukrayna'da femen nerdeler:))
Ukrainian,positive,ukrayna_titles_data,Ukrainian,ukraynalı_mültecinin_bir_günü.json,ukraynalı_mültecinin_bir_günü.json,168275562,6,2024-09-12 09:00:00,2024,0.9998905658721924,0.9998905658721924,,,dünyanın en meşhur feminist örgütü vardı ukrayna'da femen nerdeler:))
Ukrainian,positive,ukrayna_titles_data,Ukrainian,ukraynalı_kadının_türkiye_yorumu.json,ukraynalı_kadının_türkiye_yorumu.json,145205229,206,2022-11-17 07:43:00,2022,0.9998881816864014,0.9998881816864014,,,:) yallah ukraynaya:)
Ukrainian,positive,rus_titles_data,Russian,bayraktar_tb2_lerin_rusları_vurması.json,bayraktar_tb2_lerin_rusları_vurması.json,134246066,134,2022-02-26 18:44:00,2022,0.9998877048492432,0.9998877048492432,,,ukrayna bayraktarın marketingini iyi yapmaktadır.:) yürür gider burdan
Ukrainian,positive,ukrayna_titles_data,Ukrainian,17_haziran_2024_romanya_ukrayna_maçı.json,17_haziran_2024_romanya_ukrayna_maçı.json,165432298,47,2024-06-17 17:11:00,2024,0.9998875856399536,0.9998875856399536,,,adamlar attı mı jeneriklik atıyor ya:)
Ukrainian,positive,ukrayna_titles_data,Ukrainian,ukrayna_kadını_kadınsa_türk_kadını_ne.json,ukrayna_kadını_kadınsa_türk_kadını_ne.json,170331808,134,2024-11-20 14:32:00,2024,0.9998873472213745,0.9998873472213745,,,şuan nüfus 200 milyon olurdu heralde:)
Ukrainian,positive,ukrayna_titles_data,Ukrainian,17_haziran_2024_romanya_ukrayna_maçı.json,17_haziran_2024_romanya_ukrayna_maçı.json,165432805,103,2024-06-17 17:31:00,2024,0.9998869895935059,0.9998869895935059,,,putin adam başı 1 milyon euro prim yollamış rumenlere:))
Russian,negative,rus_titles_data,Russian,rus_kızı_vs_türk_kızı.json,rus_kızı_vs_türk_kızı.json,75149774,296,2018-03-18 21:15:00,2018,-0.999760091304779,-0.999760091304779,,,cr7 vs. hasan ali kaldırım:(((
Russian,negative,ukrayna_titles_data,Ukrainian,antalya_nın_rus_ve_ukraynalı_işgaline_uğraması.json,antalya_nın_rus_ve_ukraynalı_işgaline_uğraması.json,143940345,428,2022-10-15 16:50:00,2022,-0.9997373223304749,-0.9997373223304749,,,"aynı durum mersin için de geçerli, en lüks mağazalar, restoranlar hep rus vatandaşı dolu:("
Russian,negative,rus_titles_data,Russian,1_70cm_55kg_zeki_güzel_seksi_ve_sadık_rus_kız.json,1_70cm_55kg_zeki_güzel_seksi_ve_sadık_rus_kız.json,90631379,35,2019-05-28 22:37:00,2019,-0.9997361302375793,-0.9997361302375793,,,ruslar size değil paranıza sadık beyler:(
Russian,negative,rus_titles_data,Russian,rus_kızı_vs_türk_kızı.json,rus_kızı_vs_türk_kızı.json,120876144,589,2021-03-18 19:29:00,2021,-0.9997277855873108,-0.9997277855873108,,,yazılanları okuyorum da inşallah türk ırkını seven millet vardır:(
Russian,negative,rus_titles_data,Russian,ruslara_hacklenmemek_için_ruslara_para_vermek.json,ruslara_hacklenmemek_için_ruslara_para_vermek.json,2624108,76,2003-04-07 02:40:00,2003,-0.99970942735672,-0.99970942735672,,,daha okundugunda yardi: (bkz: habire kufur edip pirt yaptim diyen kiz tipi)
Russian,negative,rus_titles_data,Russian,rusların_türkçe_konuşması.json,rusların_türkçe_konuşması.json,144983425,2,2022-11-11 22:05:00,2022,-0.9997075200080872,-0.9997075200080872,,,"güzel rus kızları tarafından icra edildiğinde dünyada cenneti yaşatan vasat eylem. dedemden kalan tarlaları satıp moskova'ya yerleşme isteği geliyor bünyeme, başım dönüyor."
Russian,negative,ukrayna_titles_data,Ukrainian,ukraynalı_kadınların_türkleri_keklik_gibi_avlaması.json,ukraynalı_kadınların_türkleri_keklik_gibi_avlaması.json,153711646,235,2023-06-20 06:57:00,2023,-0.9996898174285889,-0.9996898174285889,,,"hayattaki şansımız türk kadını olarak yüzümüze gülmedi ya… bizim heriflere düşen; rus-ukraynalı kadınlar bize düşen; afgan, suriyeli ve pakistanlı andavallar:("
Russian,negative,ukrayna_titles_data,Ukrainian,rus_ve_ukraynalı_kadınların_tr_yi_esir_alması.json,rus_ve_ukraynalı_kadınların_tr_yi_esir_alması.json,153711646,235,2023-06-20 06:57:00,2023,-0.9996898174285889,-0.9996898174285889,,,"hayattaki şansımız türk kadını olarak yüzümüze gülmedi ya… bizim heriflere düşen; rus-ukraynalı kadınlar bize düşen; afgan, suriyeli ve pakistanlı andavallar:("
Russian,negative,rus_titles_data,Russian,rus_kızı.json,rus_kızı.json,47862180,466,2014-12-24 03:19:00,2014,-0.9996863603591919,-0.9996863603591919,,,allah'ın varlığına ve birliğine işarettir. tövbe yha:( edit:lezbiyen değilim
Russian,negative,rus_titles_data,Russian,mısır_da_köpek_balığı_saldırısına_uğrayan_rus.json,mısır_da_köpek_balığı_saldırısına_uğrayan_rus.json,153348236,248,2023-06-09 00:53:00,2023,-0.9996840953826904,-0.9996840953826904,,,2 hafta önce oradaydım:(((
Russian,positive,rus_titles_data,Russian,ardahan_da_bulunan_rus_general_mezarı.json,ardahan_da_bulunan_rus_general_mezarı.json,67751388,25,2017-04-27 09:12:00,2017,0.999890923500061,0.999890923500061,,,demek ki feto taa o dönemlerde bile varmış..vay hımmınaaa:)
Russian,positive,rus_titles_data,Russian,rusların_en_iyi_olduğu_konu.json,rusların_en_iyi_olduğu_konu.json,79720949,613,2018-07-30 11:23:00,2018,0.9998899698257446,0.9998899698257446,,,(bkz: duj)sen istiyo duj vericek 100 dolar:)
Russian,positive,rus_titles_data,Russian,suriyeliler_yerine_ruslar_göçseydi_yaşanacaklar.json,suriyeliler_yerine_ruslar_göçseydi_yaşanacaklar.json,93240769,47,2019-07-29 21:38:00,2019,0.9998891353607178,0.9998891353607178,,,avukatlar boşanma davalarında damping uygulardı:)
Russian,positive,rus_titles_data,Russian,rus_kızı_vs_türk_kızı.json,rus_kızı_vs_türk_kızı.json,135008185,629,2022-03-16 13:06:00,2022,0.9998879432678223,0.9998879432678223,,,her eve ikisindende lazım:)
Russian,positive,rus_titles_data,Russian,bayraktar_tb2_lerin_rusları_vurması.json,bayraktar_tb2_lerin_rusları_vurması.json,134246066,134,2022-02-26 18:44:00,2022,0.9998877048492432,0.9998877048492432,,,ukrayna bayraktarın marketingini iyi yapmaktadır.:) yürür gider burdan
Russian,positive,rus_titles_data,Russian,rus_ulaştırma_bakanının_ölümü.json,rus_ulaştırma_bakanının_ölümü.json,87399810,112,2019-03-05 19:58:00,2019,0.9998875856399536,0.9998875856399536,,,polonyalı futbolcu olmaya aday:)
Russian,positive,rus_titles_data,Russian,rusların_en_iyi_olduğu_konu.json,rusların_en_iyi_olduğu_konu.json,79704663,512,2018-07-29 22:28:00,2018,0.9998873472213745,0.9998873472213745,,,sen istiyor duh verecek 50$:)
Russian,positive,rus_titles_data,Russian,rus_turistin_otel_çıkışında_bavulundan_çıkanlar.json,rus_turistin_otel_çıkışında_bavulundan_çıkanlar.json,176062684,268,2025-06-15 00:03:00,2025,0.9998871088027954,0.9998871088027954,,,"böyle g*te böyle y*rak ha sıkıntı yok o masrafları da türklere itelerler, türkler gittiği sürece çark döner:)"
Russian,positive,ukrayna_titles_data,Ukrainian,1_şubat_2022_ukrayna_parlamentosu_fotoğrafı.json,1_şubat_2022_ukrayna_parlamentosu_fotoğrafı.json,133188732,461,2022-02-02 10:22:00,2022,0.999886155128479,0.999886155128479,,,arkalarda açılmış allah’dan rusya görmemiştir herhalde:)
Russian,positive,rus_titles_data,Russian,29_ekim_2023_rusların_uzayda_türk_bayrağı_açması.json,29_ekim_2023_rusların_uzayda_türk_bayrağı_açması.json,158255270,30,2023-10-29 23:47:00,2023,0.9998853206634521,0.9998853206634521,,,bu anno 1404 müziği değilmi ya:)
GocmenTitle,negative,gocmen_titles_data,MigrantBlock,izlandalı_kızlarla_evlenen_göçmenlere_5000_dolar.json,izlandalı_kızlarla_evlenen_göçmenlere_5000_dolar.json,62977411,3,2016-09-16 19:52:00,2016,-0.9997244477272034,-0.9997244477272034,,,link bozuk:(
GocmenTitle,negative,gocmen_titles_data,MigrantBlock,selanik_göçmeni_vs_bulgaristan_göçmeni.json,selanik_göçmeni_vs_bulgaristan_göçmeni.json,74082241,96,2018-02-08 15:51:00,2018,-0.999704897403717,-0.999704897403717,,,"""dünyada hiçbir acı yoktur ki daha öncesinde balkan halkı tarafından yaşanmamış olsun"" her ikisi de nice acılara katlanmış topluluklardır:("
GocmenTitle,negative,gocmen_titles_data,MigrantBlock,selanik_göçmeni_vs_bulgar_göçmeni.json,selanik_göçmeni_vs_bulgar_göçmeni.json,74082241,96,2018-02-08 15:51:00,2018,-0.999704897403717,-0.999704897403717,,,"""dünyada hiçbir acı yoktur ki daha öncesinde balkan halkı tarafından yaşanmamış olsun"" her ikisi de nice acılara katlanmış topluluklardır:("
GocmenTitle,negative,gocmen_titles_data,MigrantBlock,yunanistan_ın_göçmenleri_soyup_sınıra_bırakması.json,yunanistan_ın_göçmenleri_soyup_sınıra_bırakması.json,13330183,125,2008-05-26 00:05:00,2008,-0.9996968507766724,-0.9996968507766724,,,şuradaki yorumların pek çoğu: (bkz: 
GocmenTitle,negative,gocmen_titles_data,MigrantBlock,londra_da_ki_afgan_göçmenin_korkunç_görüntüleri.json,londra_da_ki_afgan_göçmenin_korkunç_görüntüleri.json,155950333,61,2023-08-23 12:53:00,2023,-0.9996891021728516,-0.9996891021728516,,,türkiye'de kollarını açmış bekleyen din kardeşleri varken niye hapislerde sürünsün ki zavallı adam:(
GocmenTitle,negative,gocmen_titles_data,MigrantBlock,londra_daki_afgan_göçmenin_korkunç_görüntüleri.json,londra_daki_afgan_göçmenin_korkunç_görüntüleri.json,155950333,61,2023-08-23 12:53:00,2023,-0.9996891021728516,-0.9996891021728516,,,türkiye'de kollarını açmış bekleyen din kardeşleri varken niye hapislerde sürünsün ki zavallı adam:(
GocmenTitle,negative,gocmen_titles_data,MigrantBlock,19_temmuz_2021_soylu_nun_göçmen_açıklaması.json,19_temmuz_2021_soylu_nun_göçmen_açıklaması.json,125898964,117,2021-07-19 20:35:00,2021,-0.999634861946106,-0.999634861946106,,,elektro optikten sonrasını okumadığım açıklamadır. devletin kurumlarının açıklamaları hiç inandırıcı gelmiyor:(
GocmenTitle,negative,gocmen_titles_data,MigrantBlock,bulgar_göçmenleri.json,bulgar_göçmenleri.json,68344135,325,2017-05-23 01:50:00,2017,-0.9996323585510254,-0.9996323585510254,,,"gereksiz yere acilmis, turkiye'deki bolucu dislayici zihniyetin urunu olan bir baslik. dikkate almayiniz."
GocmenTitle,negative,gocmen_titles_data,MigrantBlock,kaçak_göçmenleri_yakalayan_polisin_sürülmesi.json,kaçak_göçmenleri_yakalayan_polisin_sürülmesi.json,163518837,151,2024-04-16 20:08:00,2024,-0.9996254444122314,-0.9996254444122314,,,"alakasız bugün göçmen kaçakçılığından yerel mahkemede ayrı ayrı beraat alıp savcının istinaf etmesiyle bam'da görülen 4 sanıklı dosyamda müvekkil yine beraat aldı, diğer üç sanık ceza aldı ama:("
GocmenTitle,negative,gocmen_titles_data,MigrantBlock,izlandalı_kızlarla_evlenen_göçmenlere_5000_dolar.json,izlandalı_kızlarla_evlenen_göçmenlere_5000_dolar.json,62978136,24,2016-09-16 20:30:00,2016,-0.9996163845062256,-0.9996163845062256,,,"yeterince hayal kurulduğuna göre, yıkma sırası geldi. beyler:("
GocmenTitle,positive,gocmen_titles_data,MigrantBlock,izlandalı_kızlarla_evlenen_göçmenlere_5000_dolar.json,izlandalı_kızlarla_evlenen_göçmenlere_5000_dolar.json,62984929,51,2016-09-17 02:35:00,2016,0.9998921155929565,0.9998921155929565,,,vatandaslik verseler kafi bir sekilde izlandali hatun buluruz:))
GocmenTitle,positive,gocmen_titles_data,MigrantBlock,göçmenleri_ağırlayan_manastırda_9_hamile_rahibe.json,göçmenleri_ağırlayan_manastırda_9_hamile_rahibe.json,66023938,28,2017-02-02 04:41:00,2017,0.9998904466629028,0.9998904466629028,,,hahahah tavsiye ediyor bide:)
GocmenTitle,positive,gocmen_titles_data,MigrantBlock,hollanda_ya_giden_yeni_nesil_türk_göçmenler.json,hollanda_ya_giden_yeni_nesil_türk_göçmenler.json,163377044,136,2024-04-12 06:04:00,2024,0.9998899698257446,0.9998899698257446,,,bir de türkiyede'ki analarını görün siz bunların:)
GocmenTitle,positive,gocmen_titles_data,MigrantBlock,selanik_göçmeni.json,selanik_göçmeni.json,167232928,94,2024-08-10 23:27:00,2024,0.9998898506164551,0.9998898506164551,,,kendileri selanik kozanadan gelen eşim olur:)
GocmenTitle,positive,gocmen_titles_data,MigrantBlock,boşnak_göçmeni_genci_yunanistan_a_yollayan_dayı.json,boşnak_göçmeni_genci_yunanistan_a_yollayan_dayı.json,176786100,62,2025-07-13 21:53:00,2025,0.9998875856399536,0.9998875856399536,,,boşnak'ın tavrı süper:))
GocmenTitle,positive,gocmen_titles_data,MigrantBlock,göçmenlerin_oy_kullanmasına_muhalefetin_sessizliği.json,göçmenlerin_oy_kullanmasına_muhalefetin_sessizliği.json,137724058,4,2022-05-21 17:22:00,2022,0.999886155128479,0.999886155128479,,,chp'ye göre öyle bir şey yokmuş. onur her şeyi takip ediyormuş. içiniz rahat olsun:) 
GocmenTitle,positive,gocmen_titles_data,MigrantBlock,bulgar_göçmenleri.json,bulgar_göçmenleri.json,86742698,493,2019-02-16 11:08:00,2019,0.9998835325241089,0.9998835325241089,,,annem ve babamın olduğu grup:)
GocmenTitle,positive,gocmen_titles_data,MigrantBlock,boşnak_göçmeni_genci_yunanistan_a_yollayan_dayı.json,boşnak_göçmeni_genci_yunanistan_a_yollayan_dayı.json,176782242,5,2025-07-13 19:17:00,2025,0.9998831748962402,0.9998831748962402,,,keşke kürdüm deseydi. amca o zaman ne diyecekti:)
GocmenTitle,positive,gocmen_titles_data,MigrantBlock,almanya_da_göçmenlerin_ülkesine_gönderdiği_para.json,almanya_da_göçmenlerin_ülkesine_gönderdiği_para.json,158091850,1,2023-10-25 11:33:00,2023,0.9998825788497925,0.9998825788497925,,,türklerin bi o kadarda kaçak yollarla ülkeye sokmaya çalışırken yakalattıkları var:))
GocmenTitle,positive,gocmen_titles_data,MigrantBlock,afgan_göçmenlerin_metro_turizmi_tercih_etmesi.json,afgan_göçmenlerin_metro_turizmi_tercih_etmesi.json,126865368,2,2021-08-13 10:47:00,2021,0.9998822212219238,0.9998822212219238,,,şimdi metro turizm muavinleri düşünsün:)
MulteciTitle,negative,gocmen_titles_data,MigrantBlock,yunan_sahil_polisinin_700_mülteciyi_öldürmesi.json,yunan_sahil_polisinin_700_mülteciyi_öldürmesi.json,153655284,527,2023-06-18 14:25:00,2023,-0.9997251629829407,-0.9997251629829407,,,"- abi yunanistan 700 tane mülteciyi öldürmüş + oh beter olsunlar - 100 tanesi çocukmuş ama:(( + yaa:((((((( diğer 600 kişiye sevinip 100 çocuğa üzülen kişiler hiç üzülmesin, şov yapmasın."
MulteciTitle,negative,gocmen_titles_data,MigrantBlock,türkiye_nin_mülteciye_ihtiyacı_var_yaşlanıyoruz.json,türkiye_nin_mülteciye_ihtiyacı_var_yaşlanıyoruz.json,137347666,219,2022-05-12 12:08:00,2022,-0.9997207522392273,-0.9997207522392273,,,üzdü:(
MulteciTitle,negative,gocmen_titles_data,MigrantBlock,türkiye_nin_mülteciye_ihtiyacı_var.json,türkiye_nin_mülteciye_ihtiyacı_var.json,137347666,219,2022-05-12 12:08:00,2022,-0.9997207522392273,-0.9997207522392273,,,üzdü:(
MulteciTitle,negative,gocmen_titles_data,MigrantBlock,mülteciler_gitti_pkk_bitti_enflasyon_indi.json,mülteciler_gitti_pkk_bitti_enflasyon_indi.json,173191848,4,2025-02-28 12:19:00,2025,-0.9997195601463318,-0.9997195601463318,,,devlet komple gidiyor gibi:(
MulteciTitle,negative,gocmen_titles_data,MigrantBlock,50_bin_suriyeli_mültecinin_daha_türkiye_ye_gelmesi.json,50_bin_suriyeli_mültecinin_daha_türkiye_ye_gelmesi.json,99370051,20,2019-12-20 12:06:00,2019,-0.999693751335144,-0.999693751335144,,,insanı ülkesinden sogutmaya calışmaktır bu suriler baska bir neden gelemiyor:(
MulteciTitle,negative,gocmen_titles_data,MigrantBlock,26_mayıs_2023_cumhurbaşkanın_mülteci_açıklaması.json,26_mayıs_2023_cumhurbaşkanın_mülteci_açıklaması.json,152840243,169,2023-05-26 19:12:00,2023,-0.9996614456176758,-0.9996614456176758,,,"anayasaya ve kanunlara gore yasal yeterliligi olmayan illegal bir cumhurbaskanligi işgalcisinin yalan dolan laflarından biridir. okumadim, ilgilenmedim."
